dataset_id,injection,f,method,auc,host_grid,w,n_test
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.05,benford_law,0.4942,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.05,lastdigit,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.05,lastdigit_uniform,0.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.1,encoding,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.1,benford,0.4853,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.1,benford_law,0.4753,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.1,lastdigit,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.1,lastdigit_uniform,0.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.2,encoding,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.2,benford,0.4776,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.2,benford_law,0.4742,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.2,lastdigit,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,synthetic_finegrid,0.2,lastdigit_uniform,0.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.02,encoding,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.02,benford,0.4219,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.02,benford_law,0.4092,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.02,lastdigit,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.02,lastdigit_uniform,0.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.05,encoding,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.05,benford,0.5067,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.05,benford_law,0.4929,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.05,lastdigit,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.05,lastdigit_uniform,0.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.1,encoding,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.1,benford,0.458,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.1,benford_law,0.4455,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.1,lastdigit,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.1,lastdigit_uniform,0.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.2,encoding,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.2,benford,0.4872,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.2,benford_law,0.4574,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.2,lastdigit,1.0,100,2000,120
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,benford_matched,0.2,lastdigit_uniform,0.0,100,2000,120
