dataset_id,domain,value_digits,L1,L3,r_parts
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.7572373506524106,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.6130338490862911,0.13576712325620321,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.4100344169948811,0.2190463894172241,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.6303273004627273,0.15629577337786116,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.9306725337747649,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.8607881727934966,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5404557413679052,0.10201767329663586,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,4,0.7200219706896972,0.08428178494929044,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.6427129858962406,0.11738454046328897,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.588685525194149,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.8405068506004968,0.06170037257987598,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.701039947073103,0.09656634152936139,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.47273404921129153,0.1420003105746691,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.4389823822410907,0.12482752200319323,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.558309127345886,0.14095064753531375,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.8366138060761354,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.5804551714113203,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.5611518393283637,0.11618055443856004,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.6758219387192699,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5114528718350658,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.6393616306804021,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.7980204931368156,0.060801890075237494,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.6056057237263097,0.17013516466685644,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.7841166167956723,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.7371610567216049,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.7724313210625237,0.1006113236559646,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5013121824227195,0.07245585947153235,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.524320073773942,0.2285875815614141,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.3900952017428356,0.2116861691164058,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.5740664939482156,0.05831685270099187,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.9284452397996825,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.7378784777162197,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.7574317861414844,0.058170881676436616,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.5669308337201764,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,4,0.4024601274511334,0.24329961427739205,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5766323788632685,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.6691098818134285,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,4,0.7724451630226472,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5519489753721438,0.20672674637509025,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.45711285870433827,0.17437768522877464,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.9405736991279824,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.742251813655444,0.10456428200067905,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5268435629809848,0.06580917700344004,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,4,0.7028232782548473,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.3997660070744757,0.18249288073527098,4
