dataset_id,tier,f,rep,keff_core,dTail_core,atoms,tail,L3,energy,keff_core_q95,keff_core_q05,dTail_core_q95,dTail_core_q05,atoms_q95,atoms_q05,tail_q95,tail_q05,L3_q95,L3_q05,energy_q95,energy_q05,f_eff,det_keff_core,det_dTail_core
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,13,1.02013,-0.00065,1.34574,0.00317,0.00309,0.34999,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,14,1.01971,-0.00084,1.3452,0.00299,0.00295,0.3453,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,0,1.05976,-8e-05,1.41075,0.00381,0.00376,0.32994,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,1,1.05872,-0.0002,1.40835,0.00374,0.00367,0.33171,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,2,1.05982,-6e-05,1.41053,0.00383,0.00374,0.33013,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,3,1.05977,-4e-05,1.41001,0.00383,0.00378,0.33638,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,4,1.06002,0.00019,1.41258,0.00413,0.0041,0.33402,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,5,1.05951,-9e-05,1.41021,0.00383,0.00377,0.32915,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,6,1.05853,-0.0004,1.40591,0.00348,0.00344,0.33379,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,7,1.05679,9e-05,1.40506,0.00394,0.0039,0.33259,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,8,1.06005,-8e-05,1.41098,0.00385,0.00379,0.32826,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,9,1.05483,-0.00034,1.40217,0.00362,0.00354,0.33173,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,10,1.05941,0.00026,1.41126,0.00419,0.00414,0.332,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,11,1.06099,-0.00034,1.41153,0.00355,0.00351,0.33173,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,12,1.06165,-0.00025,1.41343,0.00367,0.00358,0.33162,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,13,1.05803,-0.00012,1.40832,0.00383,0.00377,0.33218,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.25,14,1.05787,8e-05,1.40698,0.00394,0.00386,0.34013,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,0,0.99606,-0.00102,1.30487,0.00276,0.00272,0.34959,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,1,0.99528,-0.00106,1.3035,0.00272,0.00266,0.3451,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,2,0.99607,-0.00098,1.30524,0.00281,0.00277,0.35485,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,3,0.99565,-0.00104,1.30422,0.00273,0.00269,0.35164,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,4,0.99565,-0.00104,1.3042,0.00274,0.0027,0.35082,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,5,0.99561,-0.00104,1.30406,0.00274,0.00268,0.34605,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,6,0.99673,-0.00106,1.30612,0.00273,0.00268,0.3582,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,7,0.99592,-0.0011,1.30461,0.00269,0.00265,0.35834,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,8,0.99542,-0.00103,1.30396,0.00275,0.00271,0.35895,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,9,0.99615,-0.00106,1.30527,0.00273,0.0027,0.36176,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,10,0.99591,-0.00102,1.30473,0.00276,0.00272,0.34777,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,11,0.99589,-0.00109,1.30473,0.00269,0.00265,0.35833,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,12,0.99594,-0.00106,1.30463,0.00272,0.00268,0.34751,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,13,0.9961,-0.00102,1.30527,0.00277,0.0027,0.37049,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.01,14,0.9959,-0.00113,1.30478,0.00266,0.00262,0.35669,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,0,1.00059,-0.00103,1.31377,0.00277,0.00271,0.34811,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,1,1.00117,-0.00092,1.31473,0.00289,0.00285,0.3438,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,2,1.00016,-0.00089,1.31352,0.00291,0.00287,0.35236,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,3,1.00148,-0.00094,1.31568,0.00287,0.00282,0.34272,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,4,1.00018,-0.00092,1.31303,0.00288,0.00283,0.34869,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,5,1.00158,-0.00106,1.31526,0.00275,0.00271,0.3461,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,6,1.00148,-0.00095,1.31453,0.00284,0.00278,0.34675,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,7,1.00059,-0.00117,1.31303,0.00264,0.00259,0.34638,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,8,1.00095,-0.00084,1.31456,0.00296,0.00292,0.34825,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,9,1.00047,-0.001,1.31387,0.00281,0.00277,0.34754,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,10,1.00207,-0.00102,1.31623,0.0028,0.00276,0.34772,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,11,1.00178,-0.00097,1.31616,0.00284,0.00278,0.34384,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,12,1.0,-0.00111,1.31222,0.00268,0.00265,0.35215,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,13,1.00171,-0.0009,1.31641,0.00292,0.00287,0.35203,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.05,14,0.99997,-0.00097,1.31261,0.00282,0.00275,0.36575,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,0,1.0068,-0.00089,1.32478,0.00291,0.00288,0.35289,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,1,1.00657,-0.00095,1.32399,0.00287,0.00284,0.35128,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,2,1.00678,-0.00117,1.32353,0.00263,0.00259,0.34791,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,3,1.00707,-0.00084,1.32587,0.00299,0.00294,0.34809,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,4,1.00698,-0.00113,1.32466,0.00267,0.00261,0.35239,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,5,1.00691,-0.00089,1.32468,0.0029,0.00287,0.351,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,6,1.0056,-0.00117,1.32204,0.00267,0.00263,0.35376,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,7,1.00725,-0.00083,1.32635,0.003,0.00296,0.34712,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,8,1.00719,-0.00078,1.32645,0.00304,0.00299,0.35324,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,9,1.00677,-0.00093,1.32434,0.00285,0.00281,0.34254,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,10,1.00587,-0.00106,1.32262,0.00274,0.0027,0.3436,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,11,1.00676,-0.00118,1.32385,0.00263,0.00259,0.34116,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,12,1.00745,-0.0008,1.3265,0.00303,0.00298,0.33682,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,13,1.00642,-0.00092,1.32431,0.00291,0.00285,0.33921,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.1,14,1.00855,-0.0009,1.32795,0.00291,0.00284,0.34765,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,0,1.02677,-0.00077,1.35994,0.0031,0.00304,0.3463,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,1,1.02682,-0.00048,1.36146,0.0034,0.00336,0.34038,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,2,1.02746,-0.00072,1.36084,0.00311,0.00305,0.33411,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,3,1.03059,-0.00105,1.36651,0.00285,0.00277,0.33364,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,4,1.02769,-0.00075,1.3627,0.00315,0.00305,0.33474,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,5,1.02763,-0.00075,1.36232,0.00314,0.00308,0.33876,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,6,1.02716,-0.00069,1.36145,0.00314,0.00305,0.34195,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,7,1.02697,-0.00085,1.35996,0.00298,0.00293,0.3455,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,8,1.02906,-0.00032,1.36479,0.00354,0.00351,0.33671,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,9,1.02731,-0.0009,1.36101,0.00299,0.00293,0.34544,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,10,1.02776,-0.00061,1.36259,0.00325,0.00317,0.34449,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,11,1.0253,-0.00062,1.35972,0.00327,0.00319,0.33172,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,12,1.02552,-0.00053,1.35957,0.00335,0.0032,0.33469,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,13,1.02542,-0.00096,1.35674,0.00287,0.00277,0.33809,,,,,,,,,,,,,0.25,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,c_basematch,0.25,14,1.02671,-0.00067,1.36067,0.00318,0.00312,0.34391,,,,,,,,,,,,,0.25,True,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,none,0.0,-1,1.00017,-0.0012,1.64498,0.02186,0.02137,0.32276,1.00473,0.99621,-0.00017,-0.0021,1.65436,1.63669,0.02288,0.0209,0.02238,0.0205,0.32702,0.32053,,,
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,0,1.00372,-0.00064,1.65127,0.02238,0.02187,0.32359,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,1,1.00388,-0.00069,1.65114,0.02233,0.02183,0.32139,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,2,1.00312,-0.00068,1.65033,0.02235,0.02182,0.32887,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,3,1.00324,-0.00077,1.65029,0.02226,0.02174,0.32323,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,4,1.00349,-0.00083,1.64994,0.02216,0.02164,0.32433,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,5,1.00353,-0.00055,1.65134,0.02249,0.02194,0.3244,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,6,1.00378,-0.00073,1.6511,0.0223,0.02178,0.32234,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,7,1.0041,-0.00068,1.65196,0.02235,0.0218,0.32214,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,8,1.00369,-0.00064,1.65148,0.0224,0.02189,0.32374,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,9,1.00385,-0.00073,1.65146,0.02231,0.02175,0.32129,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,10,1.00367,-0.00072,1.65111,0.0223,0.02175,0.32534,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,11,1.00327,-0.00069,1.6499,0.02229,0.02178,0.32283,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,12,1.00311,-0.0008,1.65019,0.02225,0.02171,0.32239,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,13,1.00318,-0.00097,1.64893,0.02201,0.02154,0.32296,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.01,14,1.0035,-0.00071,1.65063,0.0223,0.02179,0.32296,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,0,1.01667,0.00092,1.67246,0.02382,0.02318,0.32372,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,1,1.01733,0.00096,1.67281,0.0238,0.02314,0.32579,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,2,1.01748,0.00141,1.67535,0.02429,0.02361,0.32909,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,3,1.01608,0.00129,1.67331,0.02423,0.02353,0.32918,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,4,1.01671,0.00127,1.6734,0.02415,0.02348,0.33051,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,5,1.01795,0.00133,1.67556,0.02419,0.02352,0.32278,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,6,1.0174,0.00166,1.67645,0.02458,0.02382,0.32252,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,7,1.01613,0.00114,1.67194,0.02397,0.02329,0.3289,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,8,1.01634,0.00107,1.67212,0.02393,0.02321,0.32611,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,9,1.0169,0.00126,1.67317,0.02413,0.02344,0.32248,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,10,1.01734,0.00119,1.67405,0.02406,0.0235,0.32498,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,11,1.01767,0.00097,1.67329,0.02382,0.02311,0.3308,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,12,1.01654,0.00117,1.67249,0.02402,0.02331,0.3294,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,13,1.01839,0.00136,1.67629,0.02422,0.02349,0.32521,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.05,14,1.01677,0.0011,1.67212,0.02393,0.02336,0.32161,,,,,,,,,,,,,0.05,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,0,1.03547,0.00357,1.7035,0.02622,0.02543,0.32283,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,1,1.03394,0.00329,1.6999,0.02597,0.02519,0.32663,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,2,1.0342,0.00351,1.70148,0.02621,0.02534,0.32708,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,3,1.03339,0.00338,1.69887,0.026,0.02528,0.32354,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,4,1.03491,0.00367,1.70349,0.0264,0.02558,0.33898,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,5,1.03504,0.00383,1.70496,0.02658,0.02579,0.3251,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,6,1.03416,0.00412,1.7037,0.02682,0.02595,0.32988,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,7,1.03305,0.00352,1.6987,0.02615,0.02539,0.33278,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,8,1.03429,0.00342,1.70106,0.02605,0.02528,0.33412,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,9,1.03426,0.00394,1.70262,0.0266,0.0258,0.33058,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,10,1.03535,0.00342,1.70198,0.02601,0.02515,0.32599,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,11,1.0358,0.00383,1.70559,0.02656,0.02575,0.33053,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,12,1.03464,0.00371,1.70297,0.02642,0.0256,0.3328,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,13,1.03397,0.00328,1.70128,0.02595,0.0252,0.32283,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.1,14,1.03413,0.00345,1.70065,0.0261,0.02535,0.32463,,,,,,,,,,,,,0.1,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,0,1.09063,0.01114,1.78962,0.03325,0.03189,0.34524,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,1,1.08948,0.01027,1.78631,0.03244,0.03113,0.33629,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,2,1.08858,0.00971,1.78215,0.03181,0.03072,0.34875,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,3,1.09172,0.01079,1.79211,0.033,0.0316,0.33711,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,4,1.0868,0.0098,1.77979,0.03192,0.03066,0.35854,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,5,1.09228,0.0112,1.79122,0.03328,0.03201,0.35539,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,6,1.08698,0.01069,1.783,0.03287,0.03149,0.35894,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,7,1.09042,0.01043,1.78798,0.03256,0.03122,0.3406,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,8,1.08764,0.0095,1.77902,0.03155,0.03042,0.33158,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,9,1.09099,0.01077,1.78836,0.03292,0.03149,0.34344,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,10,1.08704,0.01063,1.78485,0.0329,0.03146,0.3378,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,11,1.09089,0.01064,1.7868,0.03267,0.03127,0.3431,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,12,1.09188,0.01092,1.78975,0.03299,0.03156,0.33634,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,13,1.08839,0.00985,1.78404,0.03198,0.03079,0.34756,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,a_naive,0.25,14,1.09061,0.01063,1.78838,0.03283,0.03157,0.34277,,,,,,,,,,,,,0.25,True,True
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,b_magmatch,0.01,0,1.00391,-0.00065,1.65125,0.02236,0.0218,0.32521,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,b_magmatch,0.01,1,1.00346,-0.00058,1.6507,0.02242,0.02188,0.32105,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,b_magmatch,0.01,2,1.00373,-0.00072,1.6509,0.02231,0.02176,0.32074,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,b_magmatch,0.01,3,1.00354,-0.0008,1.65049,0.02222,0.02171,0.32368,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,b_magmatch,0.01,4,1.00321,-0.00066,1.65019,0.02235,0.02184,0.32247,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,b_magmatch,0.01,5,1.00368,-0.00084,1.65063,0.02219,0.02169,0.32302,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,b_magmatch,0.01,6,1.00367,-0.00071,1.65067,0.02229,0.02174,0.32388,,,,,,,,,,,,,0.01,False,False
cp-discovery__williamson-asmt-2025-csv__assessed__ab51c4d2,b_magmatch,0.01,7,1.00347,-0.00071,1.6506,0.02231,0.02177,0.32636,,,,,,,,,,,,,0.01,False,False
