dataset_id,tier,f,rep,keff_core,dTail_core,atoms,tail,L3,energy,keff_core_q95,keff_core_q05,dTail_core_q95,dTail_core_q05,atoms_q95,atoms_q05,tail_q95,tail_q05,L3_q95,L3_q05,energy_q95,energy_q05,f_eff,det_keff_core,det_dTail_core
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.05,10,1.00055,-0.00035,1.14976,0.00055,0.00054,0.41742,,,,,,,,,,,,,0.05,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.05,11,1.00186,-0.00036,1.15228,0.00054,0.00053,0.42967,,,,,,,,,,,,,0.05,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.05,12,1.00001,-0.00033,1.14898,0.00058,0.00056,0.43812,,,,,,,,,,,,,0.05,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.05,13,0.99953,-0.00032,1.14826,0.00059,0.00057,0.42148,,,,,,,,,,,,,0.05,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.05,14,1.00038,-0.00038,1.14956,0.00053,0.00052,0.40761,,,,,,,,,,,,,0.05,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,0,1.00952,-0.00023,1.16804,0.00066,0.00062,0.42604,,,,,,,,,,,,,0.1,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,1,1.00792,-0.00025,1.16463,0.00064,0.0006,0.40806,,,,,,,,,,,,,0.1,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,2,1.007,-0.00024,1.1633,0.00066,0.0006,0.4174,,,,,,,,,,,,,0.1,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,3,1.00756,-0.00032,1.16453,0.00059,0.00055,0.41965,,,,,,,,,,,,,0.1,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,4,1.00707,-0.00034,1.16339,0.00056,0.00053,0.42499,,,,,,,,,,,,,0.1,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,5,1.00706,-0.00022,1.16343,0.00067,0.00062,0.4175,,,,,,,,,,,,,0.1,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,6,1.00684,-0.00023,1.1629,0.00068,0.00065,0.39744,,,,,,,,,,,,,0.1,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,7,1.00791,-0.00033,1.16519,0.00056,0.00053,0.40994,,,,,,,,,,,,,0.1,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,8,1.00626,-0.00015,1.16212,0.00076,0.00071,0.40107,,,,,,,,,,,,,0.1,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,9,1.00827,-0.00043,1.16516,0.00047,0.00044,0.40652,,,,,,,,,,,,,0.1,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,10,1.00808,-0.00019,1.16511,0.00069,0.00061,0.41718,,,,,,,,,,,,,0.1,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,11,1.00717,-0.00037,1.16319,0.00053,0.0005,0.40278,,,,,,,,,,,,,0.1,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,12,1.00687,-0.00047,1.16175,0.00042,0.00041,0.41094,,,,,,,,,,,,,0.1,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,13,1.00732,-0.00036,1.16339,0.00053,0.00048,0.41735,,,,,,,,,,,,,0.1,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.1,14,1.0065,-0.00033,1.16175,0.00057,0.00054,0.42341,,,,,,,,,,,,,0.1,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,0,1.02778,3e-05,1.20448,0.00093,0.0008,0.40321,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,1,1.02514,-0.00017,1.1986,0.00073,0.00063,0.3876,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,2,1.02541,-0.00014,1.19893,0.00074,0.00063,0.39774,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,3,1.0272,-0.0,1.2023,0.00088,0.00077,0.38214,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,4,1.02461,-0.00019,1.1972,0.0007,0.00066,0.39772,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,5,1.02514,-0.00021,1.19832,0.00067,0.00057,0.40442,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,6,1.02654,-0.00028,1.20202,0.00062,0.00052,0.37849,,,,,,,,,,,,,0.25,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,7,1.02513,7e-05,1.19984,0.00097,0.00076,0.39143,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,8,1.02574,-9e-05,1.19991,0.0008,0.00076,0.40742,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,9,1.0244,-0.00019,1.1973,0.00069,0.00067,0.38806,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,10,1.02387,-0.00019,1.19701,0.00072,0.00065,0.41445,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,11,1.02478,-0.00026,1.19755,0.00062,0.00058,0.39161,,,,,,,,,,,,,0.25,True,False
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,12,1.02901,-5e-05,1.20557,0.00082,0.00078,0.39406,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,13,1.02555,-0.0,1.19981,0.00089,0.00081,0.39674,,,,,,,,,,,,,0.25,True,True
cbad-audit__fy2022-all-assistance-full-20260307-9-cs__total-outlayed-amount-for-overall-award__01b22c39,c_basematch,0.25,14,1.02544,-0.0001,1.19898,0.00077,0.00062,0.39382,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,none,0.0,-1,0.99462,-0.00107,1.30233,0.00271,0.00267,0.35788,0.99749,0.99155,-0.00066,-0.00138,1.30826,1.29601,0.00313,0.00241,0.00308,0.00238,0.36887,0.34417,,,
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,0,0.99671,-0.00103,1.30643,0.00276,0.00272,0.34896,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,1,0.99743,-0.00104,1.30747,0.00274,0.00269,0.34701,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,2,0.99726,-0.00102,1.3074,0.00278,0.00274,0.34284,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,3,0.99699,-0.00107,1.30691,0.00273,0.00268,0.35934,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,4,0.99735,-0.00106,1.30728,0.00273,0.00271,0.36431,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,5,0.99661,-0.00098,1.30619,0.00281,0.00277,0.35562,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,6,0.99677,-0.00105,1.30623,0.00274,0.0027,0.34796,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,7,0.99672,-0.00109,1.30615,0.00269,0.00265,0.3584,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,8,0.99742,-0.00107,1.30747,0.00273,0.00268,0.3515,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,9,0.99725,-0.00104,1.30704,0.00275,0.00271,0.35012,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,10,0.99703,-0.00102,1.30692,0.00277,0.00273,0.35394,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,11,0.99737,-0.00101,1.3073,0.00277,0.00273,0.35869,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,12,0.99672,-0.00101,1.30605,0.00276,0.00272,0.34471,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,13,0.9972,-0.00101,1.30693,0.00278,0.00274,0.35566,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.01,14,0.9968,-0.00109,1.30589,0.00269,0.00265,0.38135,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,0,1.00749,-0.00068,1.32723,0.00314,0.0031,0.3587,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,1,1.0074,-0.00095,1.32507,0.00286,0.00282,0.33653,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,2,1.0069,-0.00095,1.32557,0.0029,0.00286,0.34536,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,3,1.00686,-0.00086,1.325,0.00296,0.00291,0.35217,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,4,1.00761,-0.00099,1.32674,0.00286,0.00283,0.35903,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,5,1.00739,-0.00083,1.32642,0.00299,0.00295,0.3581,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,6,1.00694,-0.00096,1.32519,0.00287,0.00284,0.33619,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,7,1.00771,-0.00074,1.3277,0.00313,0.00308,0.36396,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,8,1.00629,-0.00092,1.32303,0.00289,0.00285,0.34959,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,9,1.00581,-0.00101,1.3221,0.00279,0.00274,0.34732,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,10,1.00723,-0.0008,1.32556,0.00302,0.00298,0.34633,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,11,1.00681,-0.00088,1.32452,0.00293,0.00287,0.34579,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,12,1.00759,-0.00087,1.32626,0.00295,0.00291,0.3564,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,13,1.00749,-0.00082,1.32584,0.00299,0.00295,0.34607,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.05,14,1.00729,-0.00092,1.32519,0.00288,0.00283,0.3452,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,0,1.01978,-0.00071,1.34891,0.00316,0.00312,0.34662,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,1,1.01925,-0.00069,1.34758,0.00318,0.0031,0.34429,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,2,1.02083,-0.00059,1.35083,0.00329,0.00322,0.34933,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,3,1.01982,-0.00059,1.34859,0.00327,0.00323,0.34218,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,4,1.01965,-0.00055,1.34785,0.00332,0.00328,0.33385,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,5,1.02041,-0.00102,1.34803,0.0028,0.00275,0.34046,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,6,1.01907,-0.00057,1.34637,0.00328,0.00322,0.34725,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,7,1.01823,-0.00083,1.34514,0.00306,0.00303,0.34079,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,8,1.01952,-0.00067,1.34774,0.0032,0.00317,0.34075,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,9,1.02165,-0.00071,1.35279,0.00322,0.00318,0.33933,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,10,1.01884,-0.00094,1.34424,0.00286,0.00279,0.34099,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,11,1.02011,-0.00068,1.34846,0.00318,0.00314,0.34157,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,12,1.02175,-0.00082,1.35172,0.00308,0.00304,0.33818,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,13,1.0199,-0.00066,1.34922,0.00325,0.0032,0.34109,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.1,14,1.01801,-0.00092,1.3439,0.00291,0.00287,0.36125,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,0,1.05906,-0.00014,1.41722,0.00388,0.00378,0.32966,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,1,1.0599,2e-05,1.41576,0.00394,0.00387,0.33691,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,2,1.05969,-4e-05,1.41861,0.00399,0.00392,0.32976,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,3,1.06115,4e-05,1.41962,0.00403,0.00395,0.33294,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,4,1.05998,-0.00021,1.41596,0.00376,0.0037,0.32992,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,5,1.06057,-0.00019,1.41834,0.00382,0.00373,0.33068,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,6,1.06048,-0.00033,1.41668,0.00366,0.00362,0.33053,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,7,1.05777,-0.00043,1.41187,0.00355,0.0035,0.33142,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,8,1.05852,7e-05,1.41499,0.00408,0.00401,0.33077,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,9,1.06219,-0.00011,1.42234,0.00393,0.00386,0.33786,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,10,1.05862,-0.00018,1.41357,0.00379,0.00373,0.33475,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,11,1.05787,-0.00031,1.4126,0.00366,0.00363,0.33962,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,12,1.05783,-0.00021,1.4128,0.00376,0.00373,0.32964,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,13,1.0584,-0.00039,1.41349,0.00363,0.00356,0.32788,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,a_naive,0.25,14,1.05978,-0.00031,1.41567,0.00367,0.00362,0.33267,,,,,,,,,,,,,0.25,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,0,0.99683,-0.001,1.30618,0.00279,0.00275,0.35799,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,1,0.99718,-0.00096,1.30679,0.00282,0.00278,0.35587,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,2,0.99719,-0.00109,1.30649,0.00269,0.00265,0.34292,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,3,0.99692,-0.00097,1.30651,0.00282,0.00278,0.34498,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,4,0.99671,-0.00103,1.3063,0.00276,0.00272,0.36115,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,5,0.99689,-0.0011,1.30621,0.0027,0.00265,0.37224,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,6,0.99731,-0.00109,1.30704,0.0027,0.00266,0.36121,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,7,0.99712,-0.00102,1.30674,0.00277,0.00273,0.36121,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,8,0.99734,-0.001,1.30724,0.00278,0.00274,0.35765,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,9,0.99676,-0.00108,1.30626,0.00271,0.00266,0.34481,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,10,0.99698,-0.00101,1.30621,0.00277,0.00273,0.36521,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,11,0.99722,-0.00104,1.30688,0.00275,0.0027,0.3532,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,12,0.99706,-0.00105,1.30642,0.00273,0.00269,0.36062,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,13,0.99724,-0.00097,1.30725,0.00282,0.00277,0.36427,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.01,14,0.99692,-0.00102,1.30633,0.00276,0.00271,0.35811,,,,,,,,,,,,,0.01,False,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,0,1.00655,-0.00094,1.3232,0.00285,0.00281,0.35143,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,1,1.00779,-0.0007,1.3248,0.00309,0.00303,0.35051,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,2,1.00771,-0.00067,1.3258,0.00316,0.0031,0.34496,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,3,1.00701,-0.00088,1.32373,0.00294,0.00291,0.3521,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,4,1.00731,-0.00081,1.32485,0.00301,0.00297,0.34267,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,5,1.00678,-0.00079,1.32379,0.00302,0.00295,0.35022,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,6,1.00652,-0.00077,1.32357,0.00304,0.00297,0.3556,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,7,1.00731,-0.00087,1.32462,0.00295,0.00291,0.34582,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,8,1.00652,-0.00092,1.32169,0.00286,0.00282,0.3519,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,9,1.00732,-0.00095,1.32429,0.00285,0.00281,0.35158,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,10,1.00738,-0.00088,1.32455,0.00294,0.00288,0.35344,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,11,1.007,-0.00089,1.32299,0.0029,0.00286,0.34733,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,12,1.00735,-0.00073,1.32527,0.00308,0.00304,0.3407,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,13,1.00846,-0.00083,1.32704,0.003,0.00294,0.3622,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.05,14,1.0076,-0.00082,1.32525,0.00301,0.00296,0.34094,,,,,,,,,,,,,0.05,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,0,1.01884,-0.00058,1.34432,0.00326,0.00319,0.34358,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,1,1.01822,-0.00069,1.34385,0.00319,0.00314,0.34225,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,2,1.02031,-0.00069,1.34665,0.00316,0.00312,0.34123,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,3,1.01979,-0.00076,1.34516,0.00306,0.00301,0.34701,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,4,1.01813,-0.0007,1.34282,0.00314,0.00311,0.33375,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,5,1.0177,-0.00068,1.34197,0.00317,0.00312,0.34013,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,6,1.02008,-0.00051,1.34626,0.00332,0.00326,0.33966,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,7,1.02028,-0.0006,1.34578,0.00319,0.00314,0.337,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,8,1.01981,-0.0007,1.34596,0.00313,0.0031,0.34842,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,9,1.02049,-0.00053,1.34628,0.00328,0.00323,0.34797,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,10,1.01981,-0.0007,1.34583,0.00313,0.00306,0.33899,,,,,,,,,,,,,0.1,True,False
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,11,1.0203,-0.00044,1.34753,0.00341,0.00335,0.33526,,,,,,,,,,,,,0.1,True,True
cp-discovery__ct-assess-av-parquet__assessed-value__c22984b3,b_magmatch,0.1,12,1.01953,-0.00089,1.34491,0.00294,0.00288,0.33565,,,,,,,,,,,,,0.1,True,False
