cod_id,n_symops,n_sites,mult_product_log10,d,L1,Tail,H2,keff,omega,maxexp,frac_exp_carrier
1100678,4,54,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7054692,2,65,19.56695,20,1.0,0.0,1.0,0.51385,1,65,1.0
1549901,8,4,2.70927,3,1.0,0.0,1.0,0.62381,1,9,1.0
7046244,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4349855,4,9,5.41854,6,1.0,0.0,1.0,0.5514,1,18,1.0
7223260,4,32,19.26592,20,1.0,0.0,1.0,0.51385,1,64,1.0
9007298,4,13,7.82678,8,1.0,0.0,1.0,0.53581,1,26,1.0
2023223,2,49,14.44944,15,1.0,0.0,1.0,0.51868,1,48,1.0
4119692,8,43,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
9011864,2,76,22.87828,23,1.0,0.0,1.0,0.51204,1,76,1.0
7036954,8,59,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7156989,4,46,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
2020571,8,86,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1543068,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4131621,8,46,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4119957,4,78,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
6000106,32,11,7.22472,8,1.0,0.0,1.0,0.53581,1,24,1.0
7044604,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7125775,8,54,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4345798,4,50,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1507353,4,58,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
8000308,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7101128,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2011423,4,112,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4087075,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4329120,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
2238201,4,28,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
7006142,4,43,25.88858,26,1.0,0.0,1.0,0.51065,1,86,1.0
1557505,4,60,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
9004016,32,24,29.19991,30,1.0,0.0,1.0,0.50923,1,97,1.0
7700828,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7117647,8,77,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7014173,2,100,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7209514,4,81,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
1573044,4,70,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7056019,2,100,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4072524,8,82,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7121668,2,64,19.26592,20,1.0,0.0,1.0,0.51385,1,64,1.0
2223070,2,43,12.94429,13,1.0,0.0,1.0,0.5212,1,43,1.0
7123516,2,62,18.66386,19,1.0,0.0,1.0,0.51457,1,62,1.0
7018271,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4038261,2,54,16.25562,17,1.0,0.0,1.0,0.51613,1,54,1.0
7153380,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7109544,8,76,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4075596,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4067867,2,83,24.98549,25,1.0,0.0,1.0,0.51108,1,83,1.0
7027759,4,61,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1547420,4,60,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7201346,8,32,28.59785,29,1.0,0.0,1.0,0.50955,1,95,1.0
1571435,4,90,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7020834,16,4,3.61236,4,1.0,0.0,1.0,0.58493,1,12,1.0
7225462,8,62,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7200227,2,29,8.72987,9,1.0,0.0,1.0,0.53318,1,29,1.0
2224812,2,22,6.62266,7,1.0,0.0,1.0,0.54293,1,22,1.0
4125706,4,27,16.25562,17,1.0,0.0,1.0,0.51613,1,54,1.0
4507944,4,120,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7134986,36,29,30.82502,31,0.61914,0.0,0.52839,0.96318,2,40,1.0
1512265,2,28,8.42884,9,1.0,0.0,1.0,0.53318,1,28,1.0
7058774,2,22,6.62266,7,1.0,0.0,1.0,0.54293,1,22,1.0
7243643,8,49,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4303220,2,71,21.37313,22,1.0,0.0,1.0,0.51259,1,71,1.0
4329693,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2017496,2,59,17.76077,18,1.0,0.0,1.0,0.51452,1,59,1.0
4112402,4,32,19.26592,20,1.0,0.0,1.0,0.51385,1,64,1.0
7129747,2,118,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4324893,4,82,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4078013,4,62,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2204775,4,27,16.25562,17,1.0,0.0,1.0,0.51613,1,54,1.0
1541535,192,12,21.6271,22,0.79339,0.0963,0.65091,0.7875,3,57,1.0
7049874,2,58,17.45974,18,1.0,0.0,1.0,0.51452,1,58,1.0
7022199,8,70,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7037316,8,92,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7043126,4,60,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7062944,4,63,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7127212,4,48,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
7231081,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4088659,12,120,30.04098,31,0.57118,-0.0,0.51013,0.99765,2,57,1.0
2232661,2,41,12.34223,13,1.0,0.0,1.0,0.5212,1,41,1.0
2216474,8,16,14.14841,15,1.0,0.0,1.0,0.51868,1,47,1.0
7060891,2,61,18.36283,19,1.0,0.0,1.0,0.51457,1,61,1.0
2232708,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2224676,18,59,30.90469,31,0.75649,-0.0,0.63157,0.80582,2,49,1.0
2208003,4,81,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7106709,2,56,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
7152483,4,39,23.48034,24,1.0,0.0,1.0,0.51154,1,78,1.0
4076177,8,105,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1504159,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2311531,4,49,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
1551893,4,76,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4107407,4,44,26.49064,27,1.0,0.0,1.0,0.51026,1,88,1.0
4301256,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4032502,4,56,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4114182,4,63,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7210769,8,75,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7046228,8,105,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
8103252,8,37,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4335948,24,107,30.36465,31,0.65431,0.0,0.54762,0.92935,2,66,1.0
4026606,4,36,21.67416,22,1.0,0.0,1.0,0.51259,1,72,1.0
2224310,4,20,12.0412,13,1.0,0.0,1.0,0.5212,1,40,1.0
4038186,4,62,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2230519,2,51,15.35253,16,1.0,0.0,1.0,0.51713,1,51,1.0
4132428,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7705059,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4107224,4,68,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7035805,4,99,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7208407,4,66,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7235349,8,48,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1531641,8,7,3.91339,4,1.0,0.0,1.0,0.58493,1,13,1.0
7711013,4,112,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4512817,4,28,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
2103887,2,31,9.33193,10,1.0,0.0,1.0,0.52833,1,31,1.0
4318599,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2229497,8,50,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4071206,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7242601,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
7054640,4,70,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2230503,2,66,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
7155266,8,55,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1520954,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2108911,4,19,11.43914,12,1.0,0.0,1.0,0.52396,1,38,1.0
4308349,4,70,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2220585,8,26,23.48034,24,1.0,0.0,1.0,0.51154,1,78,1.0
4321334,2,117,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4120163,4,49,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
7105919,2,60,18.0618,19,1.0,0.0,1.0,0.51457,1,60,1.0
2002580,16,3,1.20412,2,1.0,0.0,1.0,0.70064,1,4,1.0
2230521,2,58,17.45974,18,1.0,0.0,1.0,0.51452,1,58,1.0
7230649,4,92,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2021392,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4339288,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7703041,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7211753,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7201506,4,51,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2022626,4,27,16.25562,17,1.0,0.0,1.0,0.51613,1,54,1.0
4501313,4,50,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
8100300,4,15,9.0309,10,1.0,0.0,1.0,0.52833,1,30,1.0
1545011,4,27,16.25562,17,1.0,0.0,1.0,0.51613,1,54,1.0
4347317,4,96,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7048461,4,109,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7156173,4,48,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
4507322,4,43,25.88858,26,1.0,0.0,1.0,0.51065,1,86,1.0
7714566,2,114,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7225348,96,76,31.41531,32,0.757,-0.0,0.6321,0.80471,2,79,1.0
4511217,4,84,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4509737,4,71,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4134454,8,33,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
7031067,8,34,27.39373,28,1.0,0.0,1.0,0.50989,1,91,1.0
2220671,8,48,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7705342,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7231833,8,52,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2208134,2,48,14.44944,15,1.0,0.0,1.0,0.51868,1,48,1.0
7101706,6,14,7.78151,8,0.61315,0.0,0.5256,1.01941,2,10,1.0
2205126,4,52,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1547993,16,14,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
4347431,24,20,22.48671,23,0.57564,0.0,0.51144,1.00117,2,43,1.0
1535730,2,27,8.12781,9,1.0,0.0,1.0,0.53318,1,27,1.0
4126340,6,120,30.77387,31,0.58916,0.0,0.5159,0.9865,2,42,1.0
2220924,4,49,29.19991,30,1.0,0.0,1.0,0.50923,1,97,1.0
7033989,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2010587,8,30,25.16158,26,0.98104,-0.0,0.96279,0.53038,2,82,1.0
2212249,2,71,21.37313,22,1.0,0.0,1.0,0.51259,1,71,1.0
1569877,4,50,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7227513,4,29,17.45974,18,1.0,0.0,1.0,0.51452,1,58,1.0
4128101,16,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1537078,4,19,11.43914,12,1.0,0.0,1.0,0.52396,1,38,1.0
1558639,4,26,15.65356,16,1.0,0.0,1.0,0.51713,1,52,1.0
1549879,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2214168,4,21,12.64326,13,1.0,0.0,1.0,0.5212,1,42,1.0
4314907,8,61,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
1553917,2,36,10.83708,11,1.0,0.0,1.0,0.52595,1,36,1.0
4350213,4,82,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1564671,4,96,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7228018,2,42,12.64326,13,1.0,0.0,1.0,0.5212,1,42,1.0
4024416,4,36,21.67416,22,1.0,0.0,1.0,0.51259,1,72,1.0
4346172,8,47,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7244680,2,56,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
7061607,4,25,15.0515,16,1.0,0.0,1.0,0.51713,1,50,1.0
2023179,4,42,25.28652,26,1.0,0.0,1.0,0.51065,1,84,1.0
4339418,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7132140,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7152719,2,77,23.17931,24,1.0,0.0,1.0,0.51154,1,77,1.0
1514552,4,79,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4063787,4,76,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4101747,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4341234,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4500656,8,31,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
1503090,4,37,22.27622,23,1.0,0.0,1.0,0.51204,1,74,1.0
1565366,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2213146,4,28,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
7005452,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
9015333,8,4,2.40824,3,1.0,0.0,1.0,0.62381,1,8,1.0
2225340,2,24,7.22472,8,1.0,0.0,1.0,0.53581,1,24,1.0
2207854,2,35,10.53605,11,1.0,0.0,1.0,0.52595,1,35,1.0
1506324,3,100,30.05864,31,1.0,0.0,1.0,0.50893,1,63,1.0
7239473,4,112,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4336097,4,37,22.27622,23,1.0,0.0,1.0,0.51204,1,74,1.0
4104458,2,98,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
7210415,2,85,24.98549,25,1.0,0.0,1.0,0.51108,1,83,1.0
1566268,4,114,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2244163,2,44,13.24532,14,1.0,0.0,1.0,0.51931,1,44,1.0
2210362,4,96,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7215498,4,110,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4065611,2,74,22.27622,23,1.0,0.0,1.0,0.51204,1,74,1.0
9010498,4,20,12.0412,13,1.0,0.0,1.0,0.5212,1,40,1.0
4078989,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1571843,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7118140,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4075167,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4507473,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7216624,4,34,20.16901,21,1.0,0.0,1.0,0.51319,1,67,1.0
2015237,4,68,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4318093,8,78,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1565788,2,75,22.57725,23,1.0,0.0,1.0,0.51204,1,75,1.0
1519795,4,49,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
7127735,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7040256,4,26,15.65356,16,1.0,0.0,1.0,0.51713,1,52,1.0
1550568,4,61,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1506513,4,32,19.26592,20,1.0,0.0,1.0,0.51385,1,64,1.0
2201682,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2242145,4,21,12.64326,13,1.0,0.0,1.0,0.5212,1,42,1.0
4126547,2,21,5.71957,6,1.0,0.0,1.0,0.5514,1,19,1.0
8105591,4,55,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
9001800,4,19,6.62266,7,1.0,0.0,1.0,0.54293,1,22,1.0
2222403,2,100,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4026162,4,60,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4108563,4,87,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2001106,2,41,12.34223,13,1.0,0.0,1.0,0.5212,1,41,1.0
1557731,4,50,29.80197,30,1.0,0.0,1.0,0.50923,1,99,1.0
1552021,4,90,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4318567,4,37,22.27622,23,1.0,0.0,1.0,0.51204,1,74,1.0
1501790,8,90,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7226896,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4134604,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7014617,4,63,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1516698,4,63,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7103640,4,60,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7215137,8,120,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
4514265,16,44,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4062704,2,114,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7220276,8,79,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7005466,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4072028,4,56,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7061542,2,55,16.55665,17,1.0,0.0,1.0,0.51613,1,55,1.0
4345311,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7013100,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4022934,2,82,24.68446,25,1.0,0.0,1.0,0.51108,1,82,1.0
7251573,2,40,11.74017,12,1.0,0.0,1.0,0.52396,1,39,1.0
7131962,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4077104,2,99,29.80197,30,1.0,0.0,1.0,0.50923,1,99,1.0
4345525,2,89,26.79167,27,1.0,0.0,1.0,0.51026,1,89,1.0
7003547,4,107,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1532573,192,8,9.0309,10,1.0,0.0,1.0,0.52833,1,30,1.0
1503639,4,48,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
7020620,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1513924,8,85,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
8107694,4,28,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
1529230,4,47,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
7004639,4,21,12.64326,13,1.0,0.0,1.0,0.5212,1,42,1.0
1577075,2,84,25.28652,26,1.0,0.0,1.0,0.51065,1,84,1.0
9016866,192,3,1.80618,2,1.0,0.0,1.0,0.70064,1,6,1.0
7047415,4,76,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7205438,2,46,13.84738,14,1.0,0.0,1.0,0.51931,1,46,1.0
4084560,8,92,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4084259,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4107566,4,97,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2022288,2,30,9.0309,10,1.0,0.0,1.0,0.52833,1,30,1.0
7032990,18,99,30.12654,31,0.76019,0.0,0.6354,0.80097,2,48,1.0
1512297,8,28,25.28652,26,1.0,0.0,1.0,0.51065,1,84,1.0
7706119,16,79,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1577283,4,114,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4307430,2,57,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
7242945,8,39,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1566007,2,67,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
1550343,4,86,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7006636,4,79,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
8103023,4,59,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7228927,2,37,11.13811,12,1.0,0.0,1.0,0.52396,1,37,1.0
4002083,8,12,9.0309,10,1.0,0.0,1.0,0.52833,1,30,1.0
7709682,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4349651,16,22,21.37313,22,1.0,0.0,1.0,0.51259,1,71,1.0
4124331,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7048411,4,106,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7048803,18,66,30.12654,31,0.76019,0.0,0.6354,0.80097,2,48,1.0
7224777,2,96,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
1550832,2,45,13.54635,14,1.0,0.0,1.0,0.51931,1,45,1.0
4074281,4,74,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4309913,16,8,1.80618,2,1.0,0.0,1.0,0.70064,1,6,1.0
2008186,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4025634,8,56,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1569369,8,25,21.37313,22,1.0,0.0,1.0,0.51259,1,71,1.0
9008430,2,27,8.12781,9,1.0,0.0,1.0,0.53318,1,27,1.0
7239215,8,39,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4340975,4,92,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4060588,2,36,10.83708,11,1.0,0.0,1.0,0.52595,1,36,1.0
1534767,192,8,9.0309,10,1.0,0.0,1.0,0.52833,1,30,1.0
4515252,2,45,13.54635,14,1.0,0.0,1.0,0.51931,1,45,1.0
7200174,4,19,11.43914,12,1.0,0.0,1.0,0.52396,1,38,1.0
4305619,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4119438,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4324448,4,109,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
8104046,96,9,10.03629,11,0.80984,0.0,0.692,0.76004,2,27,1.0
4324791,2,95,28.59785,29,1.0,0.0,1.0,0.50955,1,95,1.0
4332253,2,42,12.64326,13,1.0,0.0,1.0,0.5212,1,42,1.0
1570933,2,95,28.59785,29,1.0,0.0,1.0,0.50955,1,95,1.0
4023806,4,28,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
2233927,4,47,28.29682,29,1.0,0.0,1.0,0.50955,1,94,1.0
7033667,2,101,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4086480,8,66,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4084408,2,40,12.0412,13,1.0,0.0,1.0,0.5212,1,40,1.0
4030891,2,42,12.64326,13,1.0,0.0,1.0,0.5212,1,42,1.0
7207763,4,28,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
4118527,4,63,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4072176,4,70,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4061346,2,48,14.44944,15,1.0,0.0,1.0,0.51868,1,48,1.0
2203901,4,66,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7214734,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4101586,4,72,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7155520,4,46,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
7026619,8,44,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7016574,2,96,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
7031186,2,38,11.13811,12,1.0,0.0,1.0,0.52396,1,37,1.0
4070250,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1506094,4,32,19.26592,20,1.0,0.0,1.0,0.51385,1,64,1.0
2227230,4,75,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1565915,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4135451,8,68,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7046234,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1560648,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7012637,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1554708,2,61,18.36283,19,1.0,0.0,1.0,0.51457,1,61,1.0
7219436,2,104,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4123890,16,27,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7003054,8,55,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
2244101,4,20,12.0412,13,1.0,0.0,1.0,0.5212,1,40,1.0
7200922,4,18,10.83708,11,1.0,0.0,1.0,0.52595,1,36,1.0
7110025,4,62,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
9000083,18,4,2.98767,3,0.79848,0.0,0.67819,0.91982,2,5,1.0
7050472,8,95,30.88115,31,0.98455,-0.0,0.96958,0.5249,2,101,1.0
1555725,4,46,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
8104970,4,42,25.28652,26,1.0,0.0,1.0,0.51065,1,84,1.0
7053240,2,60,18.0618,19,1.0,0.0,1.0,0.51457,1,60,1.0
7024235,8,106,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
2104018,4,73,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1574908,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7248846,2,67,20.16901,21,1.0,0.0,1.0,0.51319,1,67,1.0
2224261,4,48,28.59785,29,1.0,0.0,1.0,0.50955,1,95,1.0
2234205,4,48,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
1530166,48,12,13.62602,14,0.68486,0.0,0.56835,0.91372,2,31,1.0
7226261,2,97,29.19991,30,1.0,0.0,1.0,0.50923,1,97,1.0
7200289,2,32,9.63296,10,1.0,0.0,1.0,0.52833,1,32,1.0
1542644,4,54,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
