cod_id,n_symops,n_sites,mult_product_log10,d,L1,Tail,H2,keff,omega,maxexp,frac_exp_carrier
1574367,16,32,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7034652,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4310427,8,65,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7150478,2,81,24.38343,25,1.0,0.0,1.0,0.51108,1,81,1.0
4022335,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4338167,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4130243,2,2,0.60206,1,1.0,0.0,1.0,0.94065,1,2,1.0
7035120,2,91,27.39373,28,1.0,0.0,1.0,0.50989,1,91,1.0
7705770,8,40,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7228895,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
7041611,8,43,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7053473,2,36,10.53605,11,1.0,0.0,1.0,0.52595,1,35,1.0
1552332,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1556159,2,46,13.84738,14,1.0,0.0,1.0,0.51931,1,46,1.0
7057956,8,31,26.18961,27,1.0,0.0,1.0,0.51026,1,87,1.0
7212616,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4022286,4,31,18.66386,19,1.0,0.0,1.0,0.51457,1,62,1.0
2203170,4,56,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4126595,8,44,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7121430,2,62,18.36283,19,1.0,0.0,1.0,0.51457,1,61,1.0
2242732,4,38,22.87828,23,1.0,0.0,1.0,0.51204,1,76,1.0
7052911,8,60,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7105263,4,36,21.67416,22,1.0,0.0,1.0,0.51259,1,72,1.0
7015379,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7248569,2,114,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1555607,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2237266,4,12,7.22472,8,1.0,0.0,1.0,0.53581,1,24,1.0
7061584,8,56,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7154791,2,52,15.65356,16,1.0,0.0,1.0,0.51713,1,52,1.0
2212426,2,35,10.23502,11,1.0,0.0,1.0,0.52595,1,34,1.0
2206528,4,100,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4036730,4,57,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4074962,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7715830,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7216060,4,42,25.28652,26,1.0,0.0,1.0,0.51065,1,84,1.0
7107203,4,72,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7134645,2,86,25.88858,26,1.0,0.0,1.0,0.51065,1,86,1.0
1564611,4,39,23.48034,24,1.0,0.0,1.0,0.51154,1,78,1.0
4316190,8,74,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
2208315,4,34,20.47004,21,1.0,0.0,1.0,0.51319,1,68,1.0
7045937,2,88,26.49064,27,1.0,0.0,1.0,0.51026,1,88,1.0
7132198,2,61,18.36283,19,1.0,0.0,1.0,0.51457,1,61,1.0
4024136,4,35,21.0721,22,1.0,0.0,1.0,0.51259,1,70,1.0
7023380,8,32,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
8103336,2,21,6.0206,7,1.0,0.0,1.0,0.54293,1,20,1.0
2213088,2,47,14.14841,15,1.0,0.0,1.0,0.51868,1,47,1.0
7061525,2,49,14.75047,15,1.0,0.0,1.0,0.51868,1,49,1.0
7205839,2,73,21.97519,22,1.0,0.0,1.0,0.51259,1,73,1.0
4122993,4,56,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7124845,4,43,25.88858,26,1.0,0.0,1.0,0.51065,1,86,1.0
9001940,24,22,21.23144,22,0.5955,-0.0,0.51824,0.98909,2,42,1.0
7202080,2,102,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4071598,2,49,14.75047,15,1.0,0.0,1.0,0.51868,1,49,1.0
7236736,4,53,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1565737,2,32,9.63296,10,1.0,0.0,1.0,0.52833,1,32,1.0
7705453,4,56,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1539493,4,4,2.10721,3,1.0,0.0,1.0,0.62381,1,7,1.0
1509335,8,13,10.53605,11,1.0,0.0,1.0,0.52595,1,35,1.0
7133793,2,47,14.14841,15,1.0,0.0,1.0,0.51868,1,47,1.0
4318873,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7008253,4,67,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1505034,2,31,9.33193,10,1.0,0.0,1.0,0.52833,1,31,1.0
9002860,192,5,5.71957,6,1.0,0.0,1.0,0.5514,1,19,1.0
1506066,8,41,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4130075,12,58,30.94407,31,0.58369,0.0,0.51401,0.99013,2,60,1.0
7160918,8,66,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4320760,8,44,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4348941,4,82,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4126061,8,27,20.71308,21,0.9592,-0.0,0.92173,0.55677,2,66,1.0
2231372,8,19,17.15871,18,1.0,0.0,1.0,0.51452,1,57,1.0
4509518,16,49,30.2413,31,0.96556,-0.0,0.9335,0.54519,2,97,1.0
7703667,8,72,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1525693,8,5,3.31133,4,1.0,0.0,1.0,0.58493,1,11,1.0
7004343,4,47,28.29682,29,1.0,0.0,1.0,0.50955,1,94,1.0
2222029,2,32,9.63296,10,1.0,0.0,1.0,0.52833,1,32,1.0
1557659,4,48,28.29682,29,1.0,0.0,1.0,0.50955,1,94,1.0
9014832,18,7,8.78691,9,0.76019,0.0,0.6354,0.83914,2,14,1.0
1549717,8,57,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4343950,4,85,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1100097,4,18,10.83708,11,1.0,0.0,1.0,0.52595,1,36,1.0
7059559,4,61,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2206659,8,63,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4102118,2,77,23.17931,24,1.0,0.0,1.0,0.51154,1,77,1.0
2241364,2,46,13.84738,14,1.0,0.0,1.0,0.51931,1,46,1.0
4001081,2,115,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4514472,8,61,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7243960,2,45,13.54635,14,1.0,0.0,1.0,0.51931,1,45,1.0
4324933,4,53,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4064219,4,44,23.48034,24,1.0,0.0,1.0,0.51154,1,78,1.0
2225984,4,36,21.67416,22,1.0,0.0,1.0,0.51259,1,72,1.0
7710949,32,65,31.00609,32,1.0,0.0,1.0,0.50865,1,103,1.0
2203039,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4132088,8,53,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4085905,4,71,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1573739,16,54,31.00609,32,1.0,0.0,1.0,0.50865,1,103,1.0
7053622,18,22,27.31497,28,0.76857,0.0,0.64425,0.79144,2,44,1.0
7715494,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7019826,4,65,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1515353,4,58,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7110569,8,56,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7152580,8,47,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
2214939,2,44,13.24532,14,1.0,0.0,1.0,0.51931,1,44,1.0
4089705,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2102014,4,20,12.0412,13,1.0,0.0,1.0,0.5212,1,40,1.0
2242687,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
7127888,8,111,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7159095,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4001849,8,6,3.91339,4,1.0,0.0,1.0,0.58493,1,13,1.0
7229341,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7007528,4,53,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7704838,4,75,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2206699,4,75,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2202548,2,69,20.77107,21,1.0,0.0,1.0,0.51319,1,69,1.0
1536481,24,6,5.64578,6,0.74647,0.0,0.6215,0.88722,2,14,1.0
4077376,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
4123474,2,62,18.66386,19,1.0,0.0,1.0,0.51457,1,62,1.0
7232111,4,10,4.21442,5,1.0,0.0,1.0,0.56544,1,14,1.0
2202514,2,26,7.82678,8,1.0,0.0,1.0,0.53581,1,26,1.0
7152630,2,44,13.24532,14,1.0,0.0,1.0,0.51931,1,44,1.0
7058903,2,55,16.55665,17,1.0,0.0,1.0,0.51613,1,55,1.0
4339629,4,87,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1515450,4,52,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2310616,4,5,3.0103,4,1.0,0.0,1.0,0.58493,1,10,1.0
4324702,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7208163,4,31,18.66386,19,1.0,0.0,1.0,0.51457,1,62,1.0
7112758,2,93,27.99579,28,1.0,0.0,1.0,0.50989,1,93,1.0
1571998,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7217716,4,30,18.0618,19,1.0,0.0,1.0,0.51457,1,60,1.0
7002458,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2017642,2,93,27.99579,28,1.0,0.0,1.0,0.50989,1,93,1.0
1563369,4,30,18.0618,19,1.0,0.0,1.0,0.51457,1,60,1.0
4087539,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1514921,8,77,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7122484,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1556776,4,28,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
1533486,192,5,5.71957,6,1.0,0.0,1.0,0.5514,1,19,1.0
2105663,2,29,8.12781,9,1.0,0.0,1.0,0.53318,1,27,1.0
4101265,4,105,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4000861,2,25,7.22472,8,1.0,0.0,1.0,0.53581,1,24,1.0
1556914,4,62,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1536362,8,8,5.71957,6,1.0,0.0,1.0,0.5514,1,19,1.0
2003329,2,54,16.25562,17,1.0,0.0,1.0,0.51613,1,54,1.0
7018794,4,48,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
1570991,8,118,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4027441,4,63,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2217726,4,44,26.49064,27,1.0,0.0,1.0,0.51026,1,88,1.0
1528795,2,14,4.21442,5,1.0,0.0,1.0,0.56544,1,14,1.0
4326097,4,50,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7704632,4,51,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7013832,8,83,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
2211963,4,28,16.85768,17,1.0,0.0,1.0,0.51613,1,56,1.0
1561209,2,18,5.11751,6,1.0,0.0,1.0,0.5514,1,17,1.0
7055462,2,70,21.0721,22,1.0,0.0,1.0,0.51259,1,70,1.0
7128655,4,35,21.0721,22,1.0,0.0,1.0,0.51259,1,70,1.0
4001413,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7120908,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7154874,4,76,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1554972,8,39,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7221296,8,9,6.92369,7,1.0,0.0,1.0,0.54293,1,23,1.0
2243199,4,24,14.44944,15,1.0,0.0,1.0,0.51868,1,48,1.0
2220084,4,53,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4134961,16,24,21.37313,22,1.0,0.0,1.0,0.51259,1,71,1.0
7062892,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
4112894,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
9015353,2,116,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7111339,2,114,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7015421,2,108,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1559330,4,83,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7249185,2,53,15.95459,16,1.0,0.0,1.0,0.51713,1,53,1.0
4079484,4,59,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4333968,8,47,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4029262,4,49,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
7227809,2,59,17.76077,18,1.0,0.0,1.0,0.51452,1,59,1.0
7249931,8,57,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4025652,8,48,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7158753,8,78,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
2223169,2,50,15.0515,16,1.0,0.0,1.0,0.51713,1,50,1.0
7213601,2,43,12.34223,13,1.0,0.0,1.0,0.5212,1,41,1.0
7021543,2,66,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
4511318,4,43,25.88858,26,1.0,0.0,1.0,0.51065,1,86,1.0
2311747,36,4,4.19179,5,0.56911,-0.0,0.50955,1.10968,2,6,1.0
7217906,2,53,15.95459,16,1.0,0.0,1.0,0.51713,1,53,1.0
7051714,16,70,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7058499,6,34,26.15611,27,0.6202,0.0,0.5289,0.96475,2,34,1.0
1001287,8,9,4.81648,5,1.0,0.0,1.0,0.56544,1,16,1.0
4120487,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1504543,2,71,21.37313,22,1.0,0.0,1.0,0.51259,1,71,1.0
4110890,2,93,27.99579,28,1.0,0.0,1.0,0.50989,1,93,1.0
7153374,4,94,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2023247,4,20,12.0412,13,1.0,0.0,1.0,0.5212,1,40,1.0
4023164,4,22,13.24532,14,1.0,0.0,1.0,0.51931,1,44,1.0
7717097,4,40,24.0824,25,1.0,0.0,1.0,0.51108,1,80,1.0
4062113,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7031484,4,75,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2209071,2,32,9.63296,10,1.0,0.0,1.0,0.52833,1,32,1.0
7054011,2,106,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7706027,8,41,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2022262,8,37,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7024266,4,90,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7022351,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7012561,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7027400,8,47,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
4318405,18,57,30.90469,31,0.75649,-0.0,0.63157,0.80582,2,49,1.0
7230487,4,39,23.48034,24,1.0,0.0,1.0,0.51154,1,78,1.0
7123077,4,110,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7201546,4,65,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7242290,8,108,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7213855,8,47,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
1571861,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1554830,4,60,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
9017301,4,18,10.83708,11,1.0,0.0,1.0,0.52595,1,36,1.0
9008308,8,12,10.83708,11,1.0,0.0,1.0,0.52595,1,36,1.0
1535514,16,13,12.94429,13,1.0,0.0,1.0,0.5212,1,43,1.0
7106591,4,52,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4306004,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1554553,2,33,9.93399,10,1.0,0.0,1.0,0.52833,1,33,1.0
1563536,2,52,15.65356,16,1.0,0.0,1.0,0.51713,1,52,1.0
7245970,4,25,15.0515,16,1.0,0.0,1.0,0.51713,1,50,1.0
2240223,2,40,12.0412,13,1.0,0.0,1.0,0.5212,1,40,1.0
9007194,192,8,9.33193,10,1.0,0.0,1.0,0.52833,1,31,1.0
7240251,4,68,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2311369,4,32,19.26592,20,1.0,0.0,1.0,0.51385,1,64,1.0
9009563,24,7,4.31672,5,0.55789,0.0,0.5067,1.11593,2,8,1.0
1560932,4,20,12.0412,13,1.0,0.0,1.0,0.5212,1,40,1.0
2206081,8,29,26.18961,27,1.0,0.0,1.0,0.51026,1,87,1.0
2202155,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
7242368,16,41,31.00609,32,1.0,0.0,1.0,0.50865,1,103,1.0
7054551,2,95,28.59785,29,1.0,0.0,1.0,0.50955,1,95,1.0
7007548,8,120,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
7034767,2,73,21.97519,22,1.0,0.0,1.0,0.51259,1,73,1.0
7043619,4,49,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
1512867,2,76,22.57725,23,1.0,0.0,1.0,0.51204,1,75,1.0
4068796,2,86,25.88858,26,1.0,0.0,1.0,0.51065,1,86,1.0
7025542,4,76,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4119255,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7123503,8,111,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
2221293,4,22,13.24532,14,1.0,0.0,1.0,0.51931,1,44,1.0
2234926,2,46,13.84738,14,1.0,0.0,1.0,0.51931,1,46,1.0
4029021,4,49,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
7244065,4,37,22.27622,23,1.0,0.0,1.0,0.51204,1,74,1.0
7151687,2,43,12.94429,13,1.0,0.0,1.0,0.5212,1,43,1.0
7238712,4,86,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7210571,4,31,18.36283,19,1.0,0.0,1.0,0.51457,1,61,1.0
1571023,4,58,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7048786,9,120,30.53576,31,1.0,0.0,1.0,0.50893,1,64,1.0
4333365,4,107,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7041058,2,94,28.29682,29,1.0,0.0,1.0,0.50955,1,94,1.0
4000838,2,25,7.22472,8,1.0,0.0,1.0,0.53581,1,24,1.0
7062870,4,24,14.44944,15,1.0,0.0,1.0,0.51868,1,48,1.0
1574645,8,78,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
1548970,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1561414,4,6,3.61236,4,1.0,0.0,1.0,0.58493,1,12,1.0
9006822,6,13,7.73036,8,0.50624,-0.0,0.50008,1.07145,2,13,1.0
1546592,8,58,30.70506,31,1.0,0.0,1.0,0.50893,1,102,1.0
1549790,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1008329,24,19,13.27384,14,0.74839,0.0,0.62339,0.83303,2,33,1.0
7158388,4,39,23.48034,24,1.0,0.0,1.0,0.51154,1,78,1.0
4088376,4,65,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7221539,2,79,23.78137,24,1.0,0.0,1.0,0.51154,1,79,1.0
4510097,8,29,26.18961,27,1.0,0.0,1.0,0.51026,1,87,1.0
7202929,2,37,10.83708,11,1.0,0.0,1.0,0.52595,1,36,1.0
7706523,4,48,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
4505031,4,42,25.28652,26,1.0,0.0,1.0,0.51065,1,84,1.0
4106487,2,114,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1517457,2,33,9.93399,10,1.0,0.0,1.0,0.52833,1,33,1.0
7225617,4,26,15.65356,16,1.0,0.0,1.0,0.51713,1,52,1.0
4347156,2,92,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
2241563,4,46,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
7705802,192,30,30.88704,31,0.79919,-0.0,0.67902,0.74951,2,82,1.0
4079878,2,72,21.67416,22,1.0,0.0,1.0,0.51259,1,72,1.0
1504179,2,68,20.16901,21,1.0,0.0,1.0,0.51319,1,67,1.0
2010720,2,66,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
2236593,2,98,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
1563963,4,72,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7216515,4,60,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4507745,4,82,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4125796,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4061545,2,76,22.87828,23,1.0,0.0,1.0,0.51204,1,76,1.0
7720253,8,30,26.79167,27,1.0,0.0,1.0,0.51026,1,89,1.0
4511679,2,49,14.75047,15,1.0,0.0,1.0,0.51868,1,49,1.0
4024963,2,50,15.0515,16,1.0,0.0,1.0,0.51713,1,50,1.0
7157241,2,91,27.39373,28,1.0,0.0,1.0,0.50989,1,91,1.0
4329913,8,39,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
1515334,4,48,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
7049402,2,74,22.27622,23,1.0,0.0,1.0,0.51204,1,74,1.0
4308180,4,82,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4305067,8,99,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7230647,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7203453,2,109,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7004634,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7158939,4,64,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2225716,4,40,24.0824,25,1.0,0.0,1.0,0.51108,1,80,1.0
4077834,2,82,24.68446,25,1.0,0.0,1.0,0.51108,1,82,1.0
2224156,4,39,23.48034,24,1.0,0.0,1.0,0.51154,1,78,1.0
7244262,2,91,27.39373,28,1.0,0.0,1.0,0.50989,1,91,1.0
4324693,8,79,30.40403,31,1.0,0.0,1.0,0.50893,1,101,1.0
7154034,4,41,24.68446,25,1.0,0.0,1.0,0.51108,1,82,1.0
7157777,2,62,18.66386,19,1.0,0.0,1.0,0.51457,1,62,1.0
2211867,4,36,21.67416,22,1.0,0.0,1.0,0.51259,1,72,1.0
1518273,2,58,17.45974,18,1.0,0.0,1.0,0.51452,1,58,1.0
4126666,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
9001551,24,10,7.98024,8,0.64127,0.0,0.53992,0.99239,2,17,1.0
4035690,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
1544862,18,16,16.11982,17,0.88795,-0.0,0.80101,0.64435,2,30,1.0
7701321,4,48,28.89888,29,1.0,0.0,1.0,0.50955,1,96,1.0
7035469,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
7052513,4,65,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4349979,2,36,10.83708,11,1.0,0.0,1.0,0.52595,1,36,1.0
7705444,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7160541,4,46,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
2100436,4,17,10.23502,11,1.0,0.0,1.0,0.52595,1,34,1.0
1561009,2,45,13.54635,14,1.0,0.0,1.0,0.51931,1,45,1.0
4502464,4,49,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
4506056,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
7045949,4,50,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1517688,2,110,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1549832,2,21,6.32163,7,1.0,0.0,1.0,0.54293,1,21,1.0
9001374,192,5,5.71957,6,1.0,0.0,1.0,0.5514,1,19,1.0
4036041,4,23,13.84738,14,1.0,0.0,1.0,0.51931,1,46,1.0
2010054,4,72,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4505228,2,32,9.63296,10,1.0,0.0,1.0,0.52833,1,32,1.0
2212281,8,27,24.38343,25,1.0,0.0,1.0,0.51108,1,81,1.0
1556196,2,94,28.29682,29,1.0,0.0,1.0,0.50955,1,94,1.0
4503002,4,57,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7125998,4,37,22.27622,23,1.0,0.0,1.0,0.51204,1,74,1.0
2022261,2,17,5.11751,6,1.0,0.0,1.0,0.5514,1,17,1.0
4037963,4,43,25.88858,26,1.0,0.0,1.0,0.51065,1,86,1.0
2214207,2,79,23.78137,24,1.0,0.0,1.0,0.51154,1,79,1.0
4510834,2,92,27.69476,28,1.0,0.0,1.0,0.50989,1,92,1.0
4119253,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4110023,4,40,24.0824,25,1.0,0.0,1.0,0.51108,1,80,1.0
2005146,2,49,14.75047,15,1.0,0.0,1.0,0.51868,1,49,1.0
7039519,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
2200775,2,42,12.64326,13,1.0,0.0,1.0,0.5212,1,42,1.0
4078986,4,85,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7718365,4,29,17.45974,18,1.0,0.0,1.0,0.51452,1,58,1.0
7224259,4,63,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1559759,4,36,21.67416,22,1.0,0.0,1.0,0.51259,1,72,1.0
2104395,8,20,18.0618,19,1.0,0.0,1.0,0.51457,1,60,1.0
1558816,2,31,9.0309,10,1.0,0.0,1.0,0.52833,1,30,1.0
4028625,4,49,29.50094,30,1.0,0.0,1.0,0.50923,1,98,1.0
2235007,4,33,19.86798,20,1.0,0.0,1.0,0.51385,1,66,1.0
2236244,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7102981,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
7051677,2,20,6.0206,7,1.0,0.0,1.0,0.54293,1,20,1.0
4311642,4,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
1565075,4,25,15.0515,16,1.0,0.0,1.0,0.51713,1,50,1.0
7028265,2,65,19.56695,20,1.0,0.0,1.0,0.51385,1,65,1.0
7124750,2,115,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
4325086,2,120,30.103,31,1.0,0.0,1.0,0.50893,1,100,1.0
