contrast,n,d_keff,d_keff_lo,d_keff_hi,d_dL1p,d_dL1p_lo,d_dL1p_hi,d_dL2p,d_dL2p_lo,d_dL2p_hi
acs_minus_census2020,3144,-0.003144,-0.018697,0.01293,0.001,-0.007353,0.009909,0.000723,-0.006107,0.007189
