contrast,n,d_keff,d_keff_lo,d_keff_hi,d_dL1p,d_dL1p_lo,d_dL1p_hi,d_dL2p,d_dL2p_lo,d_dL2p_hi
SA_minus_NSA_x10,537,-0.000874,-0.034701,0.03326,0.010107,-0.008928,0.029333,-0.006827,-0.023785,0.009765
